-239.318, -58.1031, 1175.41
-314.554, 125.485, 1317.07
-297.269, 582.014, 674.719
-184.355, -401.574, 371.849
303.633, 495.24, 892.82
-231.401, -326.334, 374.47
253.213, -573.206, 495.471
301.617, 450.36, 1324.09
272.301, 261.77, 915.287
-160.236, 500.092, 303.151
161.032, 34.7892, 1077.79
144.064, -90.8979, 818.72
-224.047, 458.989, 486.552
-254.829, -151.01, 1384.76
-329.854, -351.673, 392.133
232.904, -311.101, 716.964
61.3825, -36.0998, 1101.44
-224.599, 82.0479, 652.236
-4.59159, -353.229, 841.396
160.291, -195.313, 67.5782
-18.8929, 77.3727, 1174.34
-188.967, -525.643, 832.145
77.1835, 380.448, 819.31
260.647, -313.494, 127.973
-204.946, 381.729, 958.763
14.3301, 282.923, 1362.61
-52.4591, 372.749, 883.074
-286.172, -299.579, 888.735
89.4047, -184.175, 499.44
-170.316, 236.934, 755.494
-76.9577, -338.556, 394.563
-345.092, 246.077, 665.897
249.486, 487.502, 1158.86
-19.9133, 13.9184, 715.854
137.209, -16.5926, 1020.8
108.066, 376.033, 532.658
-65.583, -165.888, -1.80785
113.959, -316.727, 928.241
190.473, -259.15, 263.048
98.005, -147.501, 56.9343
-181.558, 376.167, 583.882
-164.352, 98.9746, 286.405
284.812, -98.9518, 543.298
297.209, 506.347, 303.317
208.114, -586.303, 1010.07
-304.434, 240.699, 837.761
143.437, -387.708, 80.9274
-130.61, -253.99, 591.351
103.372, -205.23, 143.809
128.387, -594.464, 135.878
11.7612, -34.6282, 1368.78
-256.997, 407.055, 820.772
-352.974, -496.125, 1225.42
86.805, 608.469, 1174.32
-176.25, -11.5196, 452.468
-117.679, 526.318, 482.045
194.277, -604.74, 1364.74
-234.158, -337.567, 497.027
-8.95743, -382.238, 190.925
278.968, -487.345, 1296.33
28.3708, 321.138, 1113.27
-214.234, -446.926, 1288.37
-308.581, -248.253, 1079.74
-243.427, 96.8267, 926.397
-348.701, -98.2398, 1012.21
146.978, 367.179, 831.117
-330.651, -119.704, 841.236
-150.018, -497.204, 1026.68
-303.926, -453.387, 1248.09
126.36, -290.78, 569.108
-326.432, -243.752, 1171.25
-33.9135, -346.721, 671.824
-19.4722, -213.181, 992.747
-66.0681, -69.1553, 528.429
207.963, 585.993, 745.547
280.866, -232.47, 31.1165
79.5699, -568.331, 451.899
263.913, 335.195, 764.859
-190.711, -283.963, 967.355
109.643, -72.5838, 1371.76
337.407, -255.057, 1299.58
30.9564, 239.305, 957.422
39.8073, -472.055, 63.7888
156.131, 516.754, 1058.27
125.873, 533.496, 1234.82
234.203, -88.7339, 1344.37
-89.2055, -343.714, 374.678
-123.292, -10.8709, 1239.47
-105.708, -412.458, 196.8
167.123, 410.124, 1186.96
63.6809, 485.108, 557.96
-199.984, 586.482, 287.659
-159.03, -299.378, 600.338
-68.3571, 461.81, 1205.18
172.714, 367.797, 1182.02
210.362, 260.435, 1203.89
51.0453, -472.718, 1132.95
-90.5622, 55.1892, 377.898
-261.25, 217.989, 1053.37
248.557, 21.088, 696.273
